ĐỀ MỤC,CHỦ ĐỀ CON,MÃ SỐ,CÂU HỎI,CÂU TRẢ LỜI,keywords
Sâu răng,,Q039,Ngà răng là gì?,"Ngà răng là lớp mô cứng nằm bên dưới men răng và bao quanh tủy răng. Thành phần của ngà răng chủ yếu là khoáng chất (canxi, phosphat) nhưng mềm hơn men răng nên dễ bị tổn thương khi men răng bị phá hủy. Ngà răng chứa các ống nhỏ dẫn đến tủy, vì vậy khi bị lộ sẽ gây cảm giác ê buốt.",ngà răng; ngà răng là gì; cấu tạo ngà răng; định nghĩa ngà răng; lớp ngà răng
Sâu răng,,Q040,Tủy răng là gì?,"Tủy răng là phần mô mềm nằm ở trung tâm của răng, chứa mạch máu và dây thần kinh nuôi dưỡng răng. Tủy răng giúp duy trì sự sống của răng, nhưng nếu bị viêm hoặc nhiễm trùng do sâu răng hay chấn thương thì có thể gây đau dữ dội và cần điều trị nội nha (lấy tủy).",tủy răng; tủy răng là gì; cấu tạo tủy răng; định nghĩa tủy răng; bên trong răng
Tác động của VNC => ĐTĐ,,Q001,Viêm nha chu là gì?,"Viêm nha chu là bệnh viêm nhiễm các mô nâng đỡ răng, bao gồm nướu, dây chằng nha chu và xương ổ răng, thường do mảng bám vi khuẩn tích tụ lâu ngày.",viêm nha chu; bệnh nha chu; định nghĩa nha chu; viêm quanh răng; bệnh nướu; nha chu là gì
Tác động của VNC => ĐTĐ,,Q002,"Ở người không mắc đái tháo đường, viêm nha chu có làm tăng đường huyết không?",Có. Nhiều nghiên cứu cho thấy viêm nha chu liên quan đến tăng HbA1c và đường huyết đói ngay cả ở người khỏe mạnh không mắc đái tháo đường.,viêm nha chu; tăng đường huyết; người không đái tháo đường; đường huyết bình thường; viêm nha chu đường huyết; đường huyết cao
Tác động của VNC => ĐTĐ,,Q003,Vì sao viêm nha chu có thể làm tăng đường huyết?,"Viêm nha chu gây viêm mạn tính, làm cơ thể giải phóng cytokine và chất trung gian viêm, dẫn đến tăng kháng insulin và làm đường huyết tăng.",viêm nha chu; tăng đường huyết; cơ chế; nguyên nhân; tác động viêm; kháng insulin; viêm nhiễm
Tác động của VNC => ĐTĐ,,Q004,Điều trị viêm nha chu có giúp giảm đường huyết ở người không mắc đái tháo đường không?,Có thể. Nghiên cứu ghi nhận điều trị nha chu giúp cải thiện kiểm soát đường huyết và giảm chỉ số HbA1c ở cả người có và chưa mắc đái tháo đường.,điều trị viêm nha chu; giảm đường huyết; người không đái tháo đường; kiểm soát đường huyết; cải thiện đường huyết; điều trị nha chu
Tác động của VNC => ĐTĐ,,Q005,Mối liên hệ giữa viêm nha chu và đường huyết là một chiều hay hai chiều?,"Đây là mối liên hệ hai chiều: viêm nha chu có thể làm tăng đường huyết, và đường huyết cao cũng làm bệnh nha chu tiến triển nhanh hơn.",mối liên hệ; viêm nha chu; đường huyết; liên kết hai chiều; liên kết một chiều; tương tác
Tác động của VNC => ĐTĐ,,Q006,Những ai có nguy cơ vừa bị viêm nha chu vừa có đường huyết cao dù chưa mắc đái tháo đường?,"Người hút thuốc, béo phì, ít vận động, ăn nhiều đường, vệ sinh răng miệng kém hoặc có tiền sử gia đình mắc đái tháo đường.",nguy cơ; viêm nha chu; đường huyết cao; tiền đái tháo đường; nhóm đối tượng; người hút thuốc; béo phì
Tác động của VNC => ĐTĐ,,Q007,Viêm nha chu ảnh hưởng nhiều hơn đến chỉ số đường huyết đói hay HbA1c?,"Cả hai đều bị ảnh hưởng, nhưng HbA1c phản ánh rõ hơn tác động lâu dài của viêm nha chu lên kiểm soát đường huyết.",viêm nha chu; đường huyết đói; HbA1c; chỉ số đường huyết; ảnh hưởng; tác động
Tác động của VNC => ĐTĐ,,Q008,Có cần xét nghiệm đường huyết khi phát hiện viêm nha chu không?,"Nên cân nhắc, đặc biệt ở người có thêm yếu tố nguy cơ, vì viêm nha chu có thể là dấu hiệu sớm cảnh báo rối loạn đường huyết.",xét nghiệm đường huyết; phát hiện viêm nha chu; cần kiểm tra; sàng lọc đái tháo đường; tư vấn xét nghiệm; chỉ định xét nghiệm
Tác động của VNC => ĐTĐ,,Q009,Việc phòng ngừa viêm nha chu giúp ích gì cho sức khỏe tổng thể?,"Giúp duy trì sức khỏe răng miệng, giảm viêm mạn tính toàn thân, hỗ trợ kiểm soát đường huyết và giảm nguy cơ mắc bệnh chuyển hóa.",phòng ngừa viêm nha chu; sức khỏe tổng thể; lợi ích sức khỏe; phòng bệnh; cải thiện sức khỏe; ngăn ngừa biến chứng
Tác động của VNC => ĐTĐ,,Q010,Thông điệp chính rút ra từ mối liên hệ giữa viêm nha chu và đường huyết là gì?,"Dù chưa mắc đái tháo đường, bạn vẫn nên chăm sóc và điều trị viêm nha chu kịp thời để hỗ trợ duy trì đường huyết ổn định và bảo vệ sức khỏe toàn thân.",viêm nha chu; đường huyết; mối liên hệ; tác động; ảnh hưởng; thông điệp chính; liên quan
Tác động của VNC => ĐTĐ,,Q011,Viêm nha chu có ảnh hưởng gì đến việc kiểm soát đường huyết ở người mắc ĐTĐ típ 2?,"Viêm nha chu gây viêm mạn tính, làm tăng kháng insulin, khiến việc kiểm soát đường huyết khó khăn hơn và làm chỉ số HbA1c cao hơn.",viêm nha chu; kiểm soát đường huyết; ĐTĐ típ 2; ảnh hưởng; tác động; làm xấu
Tác động của VNC => ĐTĐ,,Q012,Người mắc ĐTĐ típ 2 kiểm soát đường huyết kém có nguy cơ viêm nha chu nặng hơn không?,"Có. Đường huyết cao làm suy giảm miễn dịch và tăng phản ứng viêm, khiến bệnh nha chu tiến triển nhanh và nghiêm trọng hơn.",ĐTĐ típ 2; kiểm soát đường huyết kém; viêm nha chu nặng; nguy cơ; biến chứng
Tác động của VNC => ĐTĐ,,Q013,Việc điều trị viêm nha chu có thể giúp cải thiện đường huyết ở bệnh nhân ĐTĐ típ 2 không?,"Có. Nhiều nghiên cứu cho thấy điều trị nha chu có thể giúp giảm HbA1c, hỗ trợ kiểm soát đường huyết tốt hơn.",điều trị viêm nha chu; cải thiện đường huyết; ĐTĐ típ 2; đường huyết ổn định; lợi ích
Tác động của VNC => ĐTĐ,,Q014,Đường huyết cao làm viêm nha chu nặng hơn như thế nào?,"Đường huyết cao làm tổn thương mạch máu nhỏ, giảm nuôi dưỡng mô nha chu và làm tăng sự phát triển của vi khuẩn gây viêm.",đường huyết cao; viêm nha chu; nặng hơn; cơ chế; tác động; làm trầm trọng
Tác động của VNC => ĐTĐ,,Q015,Viêm nha chu kéo dài có thể gây ra bệnh ĐTĐ típ 2 không?,"Có thể. Tình trạng viêm mạn tính làm giảm khả năng sử dụng insulin của cơ thể, tăng nguy cơ mắc ĐTĐ típ 2.",viêm nha chu kéo dài; gây ra; ĐTĐ típ 2; nguyên nhân; phát triển bệnh
Tác động của VNC => ĐTĐ,,Q016,Người mắc ĐTĐ típ 2 nên khám nha khoa bao lâu một lần để kiểm soát nha chu?,Nên khám định kỳ 3–6 tháng/lần để phát hiện và điều trị sớm các vấn đề nha chu.,ĐTĐ típ 2; khám nha khoa; tần suất; định kỳ; kiểm soát nha chu; bao lâu
Tác động của VNC => ĐTĐ,,Q017,HbA1c có liên quan thế nào đến viêm nha chu ở người mắc ĐTĐ típ 2?,HbA1c phản ánh mức đường huyết trung bình 2–3 tháng và thường cao hơn ở bệnh nhân ĐTĐ típ 2 có viêm nha chu so với người không mắc.,HbA1c; viêm nha chu; liên quan; ĐTĐ típ 2; chỉ số đường huyết; đánh giá
Tác động của VNC => ĐTĐ,,Q018,Chăm sóc răng miệng hàng ngày có giúp kiểm soát đường huyết không?,"Có. Vệ sinh răng miệng tốt giúp giảm viêm nha chu, từ đó hỗ trợ kiểm soát đường huyết hiệu quả hơn.",chăm sóc răng miệng; hàng ngày; kiểm soát đường huyết; lợi ích; vệ sinh răng miệng
Tác động của VNC => ĐTĐ,,Q019,Những yếu tố nào khiến bệnh nhân ĐTĐ típ 2 dễ bị viêm nha chu?,"Đường huyết cao, vệ sinh răng miệng kém, hút thuốc, tuổi cao và mắc bệnh mạn tính khác.",yếu tố nguy cơ; ĐTĐ típ 2; dễ bị; viêm nha chu; nguyên nhân; rủi ro
Tác động của VNC => ĐTĐ,,Q020,Thông điệp chính cho người mắc ĐTĐ típ 2 liên quan đến viêm nha chu là gì?,Kiểm soát đường huyết và chăm sóc răng miệng tốt là chìa khóa giúp bảo vệ sức khỏe toàn thân và ngăn ngừa biến chứng nha chu.,ĐTĐ típ 2; viêm nha chu; thông điệp chính; lời khuyên; quản lý bệnh; sức khỏe răng miệng; kiểm soát đường huyết; phòng ngừa VNC
Tác động của VNC => ĐTĐ,,Q021,Viêm nha chu có ảnh hưởng đến kiểm soát đường huyết ở người mắc ĐTĐ típ 1 không?,"Có. Viêm nha chu làm tăng phản ứng viêm toàn thân, khiến đường huyết (HbA1c) cao hơn và khó kiểm soát hơn.",VNC ảnh hưởng; kiểm soát đường huyết; ĐTĐ típ 1; đường huyết; viêm nha chu; bệnh tiểu đường; tác động; mối liên hệ
Tác động của VNC => ĐTĐ,,Q022,Người mắc ĐTĐ típ 1 kiểm soát đường huyết kém có nguy cơ viêm nha chu nặng hơn không?,"Có. Đường huyết cao làm suy yếu hệ miễn dịch, giảm khả năng chống lại vi khuẩn, khiến bệnh nha chu tiến triển nhanh và nặng hơn.",ĐTĐ típ 1; đường huyết kém; nguy cơ VNC; VNC nặng hơn; biến chứng nha chu; tiểu đường; viêm nướu
Tác động của VNC => ĐTĐ,,Q023,Điều trị viêm nha chu có giúp cải thiện đường huyết ở bệnh nhân ĐTĐ típ 1 không?,"Có. Nghiên cứu cho thấy điều trị nha chu có thể giúp giảm HbA1c, cải thiện khả năng kiểm soát đường huyết.",điều trị VNC; cải thiện đường huyết; ĐTĐ típ 1; ổn định đường huyết; chữa VNC; lợi ích điều trị; đường huyết
Tác động của VNC => ĐTĐ,,Q024,Vì sao đường huyết cao khiến viêm nha chu nặng hơn?,"Đường huyết cao làm tổn thương mạch máu nhỏ, giảm nuôi dưỡng mô nha chu và tạo điều kiện cho vi khuẩn phát triển.",đường huyết cao; VNC nặng hơn; lý do; cơ chế; tác động; biến chứng; tiểu đường; viêm nha chu
Tác động của VNC => ĐTĐ,,Q025,Viêm nha chu kéo dài có thể làm nặng bệnh ĐTĐ típ 1 không?,"Có. Viêm nha chu mạn tính làm tăng kháng insulin, khiến bệnh ĐTĐ típ 1 khó kiểm soát hơn theo thời gian.",VNC kéo dài; ĐTĐ típ 1 nặng hơn; biến chứng; tác động; tiểu đường; viêm nướu; ảnh hưởng
Tác động của VNC => ĐTĐ,,Q026,Trẻ hoặc thanh thiếu niên mắc ĐTĐ típ 1 có nguy cơ viêm nha chu không?,"Có. Mặc dù còn trẻ, nếu kiểm soát đường huyết kém thì nguy cơ viêm nha chu vẫn cao, cần chăm sóc răng miệng kỹ.",trẻ em ĐTĐ; thanh thiếu niên ĐTĐ; nguy cơ VNC; ĐTĐ típ 1; viêm nha chu; nha chu trẻ em; tiểu đường trẻ em
Tác động của VNC => ĐTĐ,,Q027,Người mắc ĐTĐ típ 1 nên khám nha khoa bao lâu một lần?,"Ít nhất 2 lần/năm, và có thể 3–4 tháng/lần nếu đã có dấu hiệu viêm nha chu.",khám nha khoa; ĐTĐ típ 1; tần suất; định kỳ; kiểm tra răng; bao lâu một lần; thăm khám
Tác động của VNC => ĐTĐ,,Q028,Chỉ số HbA1c có phản ánh tình trạng nha chu ở người mắc ĐTĐ típ 1 không?,Có mối liên quan. Người có HbA1c cao thường có tình trạng nha chu nặng hơn.,HbA1c; tình trạng nha chu; ĐTĐ típ 1; phản ánh; mối liên hệ; chỉ số đường huyết; viêm nha chu
Tác động của VNC => ĐTĐ,,Q029,Vệ sinh răng miệng hàng ngày có giúp kiểm soát đường huyết ở ĐTĐ típ 1 không?,"Có. Giảm viêm nha chu giúp giảm phản ứng viêm toàn thân, hỗ trợ kiểm soát đường huyết tốt hơn.",vệ sinh răng miệng; kiểm soát đường huyết; ĐTĐ típ 1; đánh răng; chăm sóc răng; lợi ích; đường huyết ổn định
Tác động của VNC => ĐTĐ,,Q030,Thông điệp chính cho bệnh nhân ĐTĐ típ 1 liên quan đến nha chu là gì?,Kiểm soát đường huyết ổn định và giữ răng miệng khỏe mạnh là hai yếu tố song hành để ngăn biến chứng và bảo vệ sức khỏe lâu dài.,ĐTĐ típ 1 nha chu; viêm nha chu típ 1; chăm sóc răng ĐTĐ1; vệ sinh răng miệng ĐTĐ; quản lý nha chu tiểu đường; răng miệng đái tháo đường; bệnh nha chu tiểu đường; sức khỏe răng ĐTĐ1
Tác động của VNC => ĐTĐ,,Q031,Viêm nha chu có thể làm tăng nguy cơ biến chứng tim mạch ở bệnh nhân ĐTĐ không?,"Có. Viêm nha chu gây viêm toàn thân, làm tăng nguy cơ xơ vữa động mạch, nhồi máu cơ tim và đột quỵ ở người ĐTĐ.",viêm nha chu tim mạch; ĐTĐ biến chứng tim mạch; bệnh nướu tim mạch; răng miệng bệnh tim; tiểu đường tim mạch; nguy cơ tim mạch nha chu; sức khỏe tim nha chu
Tác động của VNC => ĐTĐ,,Q032,Bệnh về mắt ở người ĐTĐ có liên quan đến viêm nha chu không?,Có. Nghiên cứu cho thấy người vừa bị ĐTĐ vừa bị viêm nha chu dễ mắc bệnh võng mạc tiểu đường nặng hơn.,bệnh mắt ĐTĐ; nha chu mắt; viêm nha chu mắt; biến chứng mắt tiểu đường; thị lực nha chu; võng mạc tiểu đường; sức khỏe mắt răng
Tác động của VNC => ĐTĐ,,Q033,Viêm nha chu có làm tăng nguy cơ suy thận ở bệnh nhân ĐTĐ không?,"Có. Viêm nha chu làm tăng phản ứng viêm và tổn thương mạch máu, góp phần thúc đẩy bệnh thận mạn và suy thận.",nha chu suy thận; ĐTĐ suy thận; viêm nha chu thận; bệnh thận tiểu đường; nguy cơ thận nha chu; chức năng thận răng miệng; bệnh nướu thận
Tác động của VNC => ĐTĐ,,Q034,Viêm nha chu có ảnh hưởng đến nguy cơ loét bàn chân ở bệnh nhân ĐTĐ không?,"Có. Nhiễm trùng và viêm toàn thân từ nha chu có thể làm nặng thêm tổn thương thần kinh, tăng nguy cơ loét bàn chân.",nha chu loét bàn chân; ĐTĐ loét chân; viêm nha chu bàn chân; biến chứng chân tiểu đường; bàn chân tiểu đường nha chu; nguy cơ loét chân; loét chân răng miệng
Tác động của VNC => ĐTĐ,,Q035,Nguy cơ tử vong ở người ĐTĐ bị viêm nha chu có cao hơn không?,Có. Người ĐTĐ bị viêm nha chu nặng có nguy cơ tử vong do tim mạch hoặc nguyên nhân khác cao hơn rõ rệt.,tử vong ĐTĐ nha chu; nguy cơ tử vong tiểu đường; viêm nha chu tử vong; tuổi thọ ĐTĐ; tỉ lệ tử vong tiểu đường; sức khỏe tổng quát tiểu đường; biến chứng nha chu
Tác động của VNC => ĐTĐ,,Q036,Viêm nha chu có thể làm xấu đi bệnh thần kinh ngoại biên ở bệnh nhân ĐTĐ không?,"Có. Tình trạng viêm kéo dài làm tổn thương mạch máu nuôi thần kinh, khiến bệnh thần kinh ngoại biên nặng hơn.",nha chu thần kinh; ĐTĐ thần kinh ngoại biên; viêm nha chu thần kinh; biến chứng thần kinh tiểu đường; bệnh thần kinh răng miệng; đau dây thần kinh ĐTĐ; tổn thương thần kinh
Tác động của VNC => ĐTĐ,,Q037,Điều trị nha chu có giúp giảm nguy cơ biến chứng ĐTĐ không?,"Có. Điều trị viêm nha chu giúp giảm viêm toàn thân, từ đó giảm nguy cơ biến chứng ở mắt, thận và tim mạch.",điều trị nha chu ĐTĐ; giảm biến chứng tiểu đường; chăm sóc nha chu tiểu đường; quản lý nha chu ĐTĐ; điều trị nướu tiểu đường; lợi ích nha chu ĐTĐ; ngăn ngừa biến chứng ĐTĐ
Tác động của VNC => ĐTĐ,,Q038,Viêm nha chu có liên quan đến kiểm soát huyết áp ở bệnh nhân ĐTĐ không?,"Có. Viêm nha chu làm tăng nguy cơ tăng huyết áp, một yếu tố nguy cơ chính của biến chứng tim mạch ở người ĐTĐ.",nha chu huyết áp; ĐTĐ huyết áp; viêm nha chu huyết áp; kiểm soát huyết áp tiểu đường; cao huyết áp tiểu đường; ổn định huyết áp nha chu; huyết áp răng miệng
Tác động của VNC => ĐTĐ,,Q039,Viêm nha chu ảnh hưởng như thế nào đến chất lượng cuộc sống của bệnh nhân ĐTĐ?,"Ngoài nguy cơ biến chứng, viêm nha chu gây đau nhức, mất răng, giảm khả năng ăn uống và tự tin khi giao tiếp.",nha chu chất lượng sống; ĐTĐ chất lượng sống; viêm nha chu cuộc sống; tác động nha chu tiểu đường; ảnh hưởng nha chu ĐTĐ; sức khỏe răng miệng tiểu đường; sống khỏe tiểu đường
Tác động của VNC => ĐTĐ,,Q040,Phòng ngừa viêm nha chu có quan trọng trong kiểm soát biến chứng ĐTĐ không?,Rất quan trọng. Chăm sóc răng miệng tốt và khám nha khoa định kỳ giúp giảm nguy cơ biến chứng nghiêm trọng của ĐTĐ.,Phòng ngừa VNC; kiểm soát ĐTĐ; biến chứng ĐTĐ; vai trò VNC ĐTĐ; quan trọng phòng VNC; tác động VNC; hạn chế biến chứng
Tác động của VNC => ĐTĐ,,Q041,Người bị viêm nha chu có dễ mắc tiền đái tháo đường hơn không?,"Có. Viêm nha chu kéo dài làm tăng phản ứng viêm toàn thân, giảm nhạy cảm insulin, từ đó dễ dẫn đến tiền đái tháo đường.",VNC tiền ĐTĐ; nguy cơ tiền ĐTĐ; dễ mắc tiền ĐTĐ; viêm nha chu; tiền tiểu đường; mối liên hệ VNC ĐTĐ; yếu tố nguy cơ
Tác động của VNC => ĐTĐ,,Q042,Viêm nha chu có ảnh hưởng đến khả năng sử dụng insulin của cơ thể không?,Có. Viêm nha chu làm tăng đề kháng insulin – yếu tố chính gây ra đái tháo đường típ 2.,VNC insulin; sử dụng insulin; khả năng insulin; đề kháng insulin; VNC kháng insulin; ảnh hưởng VNC insulin; VNC tiểu đường
Tác động của VNC => ĐTĐ,,Q043,Nguy cơ mắc ĐTĐ típ 2 ở người viêm nha chu so với người có nướu khỏe mạnh như thế nào?,Cao hơn đáng kể. Nhiều nghiên cứu dịch tễ học khẳng định mối liên hệ này.,Nguy cơ ĐTĐ típ 2; VNC ĐTĐ típ 2; nướu khỏe mạnh; so sánh VNC ĐTĐ; VNC tiểu đường 2; rủi ro ĐTĐ 2; viêm nha chu và ĐTĐ
Tác động của VNC => ĐTĐ,,Q044,Viêm nha chu có thể là yếu tố nguy cơ độc lập cho ĐTĐ típ 2 không?,"Có. Ngay cả khi không có yếu tố nguy cơ khác, viêm nha chu vẫn có thể làm tăng nguy cơ mắc ĐTĐ típ 2.",VNC yếu tố nguy cơ; yếu tố độc lập ĐTĐ 2; VNC ĐTĐ típ 2; nguy cơ VNC tiểu đường; VNC có gây ĐTĐ; mối liên hệ VNC ĐTĐ
Tác động của VNC => ĐTĐ,,Q045,Điều trị viêm nha chu có thể giúp giảm nguy cơ mắc ĐTĐ típ 2 không?,"Có. Điều trị nha chu giúp giảm viêm, cải thiện độ nhạy insulin và ổn định đường huyết.",Điều trị VNC; giảm nguy cơ ĐTĐ 2; VNC và ĐTĐ; lợi ích điều trị VNC; phòng ngừa ĐTĐ 2; VNC tiểu đường; chữa VNC
Tác động của VNC => ĐTĐ,,Q046,Viêm nha chu gây ảnh hưởng đến đường huyết ở người chưa mắc ĐTĐ như thế nào?,"Làm tăng đường huyết đói và HbA1c, dù chưa ở mức chẩn đoán ĐTĐ.",VNC đường huyết; ảnh hưởng đường huyết; VNC chưa ĐTĐ; đường huyết người khỏe; VNC và đường; biến đổi đường huyết; chỉ số đường huyết
Tác động của VNC => ĐTĐ,,Q047,Viêm nha chu có thể khiến đường huyết tăng lâu dài không?,Có. Viêm nha chu mạn tính duy trì tình trạng viêm và rối loạn chuyển hóa glucose kéo dài.,VNC tăng đường huyết; đường huyết lâu dài; VNC làm tăng đường; đường huyết ổn định; ảnh hưởng đường huyết; viêm nha chu; kiểm soát đường huyết
Tác động của VNC => ĐTĐ,,Q048,Nguy cơ mắc ĐTĐ típ 2 ở người viêm nha chu có thể phòng ngừa được không?,"Có. Vệ sinh răng miệng tốt, khám nha khoa định kỳ và điều trị viêm nha chu sớm giúp giảm nguy cơ.",Phòng ngừa ĐTĐ 2; VNC ĐTĐ 2; ngăn ngừa tiểu đường; nguy cơ VNC ĐTĐ; cách phòng ĐTĐ; giảm nguy cơ; viêm nha chu; phòng bệnh ĐTĐ
Tác động của VNC => ĐTĐ,,Q049,Viêm nha chu ảnh hưởng đến cơ chế kiểm soát đường huyết như thế nào?,"Thông qua viêm toàn thân, gây rối loạn hoạt động insulin và tăng sản xuất glucose ở gan.",VNC kiểm soát đường huyết; cơ chế đường huyết; ảnh hưởng đường huyết; VNC và chuyển hóa; VNC insulin; điều hòa đường huyết; viêm nha chu
Tác động của VNC => ĐTĐ,,Q050,Viêm nha chu có thể làm xuất hiện ĐTĐ típ 2 sớm hơn không?,Có. Tình trạng viêm nha chu có thể rút ngắn thời gian khởi phát bệnh ở người có nguy cơ.,Viêm nha chu; tiểu đường type 2; xuất hiện sớm; nguy cơ ĐTĐ; bệnh nha chu; yếu tố nguy cơ; liên quan ĐTĐ; tiểu đường sớm
Tác động của VNC => ĐTĐ,,Q051,Viêm nha chu có làm tăng đường huyết ở thai phụ mắc ĐTĐ thai kỳ không?,"Có. Viêm nha chu làm tăng phản ứng viêm toàn thân, từ đó tăng đề kháng insulin, khiến đường huyết tăng cao hơn.",Viêm nha chu; tăng đường huyết; tiểu đường thai kỳ; mẹ bầu ĐTĐ; kiểm soát đường; đường huyết cao; nha chu thai kỳ
Tác động của VNC => ĐTĐ,,Q052,Phụ nữ mắc ĐTĐ thai kỳ và bị viêm nha chu có dễ kiểm soát đường huyết hơn không?,"Không. Viêm nha chu thường khiến việc duy trì đường huyết ổn định khó khăn hơn, đòi hỏi theo dõi và can thiệp nhiều hơn.",ĐTĐ thai kỳ; viêm nha chu; kiểm soát đường; đường huyết khó kiểm soát; quản lý đường huyết; điều trị ĐTĐ; đường huyết ổn định
Tác động của VNC => ĐTĐ,,Q053,Viêm nha chu ở thai phụ mắc ĐTĐ thai kỳ có làm tăng nhu cầu dùng insulin không?,"Có thể. Do tăng đề kháng insulin, một số phụ nữ sẽ cần liều insulin cao hơn để kiểm soát đường huyết.",Viêm nha chu; ĐTĐ thai kỳ; nhu cầu insulin; dùng insulin; liều insulin; kháng insulin; kiểm soát đường; tiêm insulin
Tác động của VNC => ĐTĐ,,Q054,Viêm nha chu ở mẹ bầu mắc ĐTĐ thai kỳ ảnh hưởng đến sức khỏe thai nhi thế nào?,"Làm tăng nguy cơ thai to, sinh non, hoặc hạ đường huyết ở trẻ sơ sinh do đường huyết mẹ khó kiểm soát.",Viêm nha chu; ĐTĐ thai kỳ; sức khỏe thai nhi; ảnh hưởng thai nhi; biến chứng thai nhi; em bé; thai phụ; mang thai
Tác động của VNC => ĐTĐ,,Q055,Điều trị viêm nha chu có giúp cải thiện đường huyết ở thai phụ mắc ĐTĐ thai kỳ không?,"Có. Điều trị nha chu giúp giảm viêm, cải thiện độ nhạy insulin và hỗ trợ kiểm soát đường huyết tốt hơn.",Điều trị nha chu; cải thiện đường huyết; ĐTĐ thai kỳ; giảm đường huyết; kiểm soát ĐTĐ; chăm sóc răng miệng; điều trị VNC
Tác động của VNC => ĐTĐ,,Q056,Viêm nha chu có làm tăng nguy cơ biến chứng tiền sản giật ở phụ nữ ĐTĐ thai kỳ không?,"Có. Viêm nha chu làm tăng phản ứng viêm và stress oxy hóa, yếu tố liên quan đến tiền sản giật.",Viêm nha chu; tiền sản giật; ĐTĐ thai kỳ; biến chứng thai kỳ; nguy cơ sản giật; mẹ bầu; huyết áp cao
Tác động của VNC => ĐTĐ,,Q057,Phụ nữ mắc ĐTĐ thai kỳ có cần kiểm tra nha chu định kỳ không?,"Có. Khám nha khoa định kỳ giúp phát hiện và điều trị sớm viêm nha chu, hỗ trợ ổn định đường huyết.",ĐTĐ thai kỳ; kiểm tra nha chu; khám răng định kỳ; chăm sóc răng miệng; nha sĩ; phụ nữ mang thai; phòng ngừa
Tác động của VNC => ĐTĐ,,Q058,Viêm nha chu ở ĐTĐ thai kỳ có làm tăng nguy cơ sinh non không?,"Có. Viêm nha chu làm tăng chất trung gian gây co tử cung, làm tăng nguy cơ sinh non.",Viêm nha chu; ĐTĐ thai kỳ; sinh non; đẻ non; nguy cơ sinh non; thai phụ; biến chứng thai sản
Tác động của VNC => ĐTĐ,,Q059,Chăm sóc răng miệng tốt có thể giúp giảm nguy cơ kiểm soát đường huyết kém ở ĐTĐ thai kỳ không?,"Có. Vệ sinh răng miệng tốt giúp giảm viêm, hỗ trợ ổn định đường huyết và giảm biến chứng thai kỳ.",Chăm sóc răng miệng; giảm đường huyết; ĐTĐ thai kỳ; kiểm soát đường; vệ sinh răng; phòng ngừa; bệnh nha chu; đường huyết ổn định
Tác động của VNC => ĐTĐ,,Q060,Viêm nha chu ở phụ nữ ĐTĐ thai kỳ có thể phòng ngừa được không?,"Có. Duy trì vệ sinh răng miệng hàng ngày, ăn uống lành mạnh và khám nha khoa trước và trong thai kỳ giúp phòng ngừa hiệu quả.",viêm nha chu; VNC; phòng ngừa VNC; ngăn ngừa viêm nha chu; ĐTĐ thai kỳ; tiểu đường thai kỳ; phụ nữ mang thai; chăm sóc răng miệng
Tác động của VNC => ĐTĐ,,Q061,Phụ nữ mang thai bị viêm nha chu có dễ bị ĐTĐ thai kỳ hơn không?,"Hiện chưa có nhiều nghiên cứu trực tiếp chứng minh điều này, nhưng một số nghiên cứu quan sát cho thấy viêm nha chu có liên quan đến nguy cơ cao hơn mắc ĐTĐ thai kỳ.",phụ nữ mang thai; viêm nha chu; VNC; ĐTĐ thai kỳ; tiểu đường thai kỳ; nguy cơ ĐTĐ thai kỳ; liên quan VNC ĐTĐ
Tác động của VNC => ĐTĐ,,Q062,Có bằng chứng khoa học về mối liên hệ giữa viêm nha chu và ĐTĐ thai kỳ không?,"Có một số nghiên cứu dịch tễ cho thấy mối liên quan có ý nghĩa thống kê giữa viêm nha chu và sự xuất hiện ĐTĐ thai kỳ, dù cơ chế chưa được làm rõ hoàn toàn.",bằng chứng khoa học; nghiên cứu; mối liên hệ; liên quan; viêm nha chu; VNC; ĐTĐ thai kỳ; tiểu đường thai kỳ
Tác động của VNC => ĐTĐ,,Q063,Viêm nha chu có thể là yếu tố nguy cơ của ĐTĐ thai kỳ không?,"Có thể. Tình trạng viêm mạn tính do viêm nha chu có thể ảnh hưởng đến chuyển hóa đường và tăng đề kháng insulin, yếu tố quan trọng trong bệnh sinh ĐTĐ thai kỳ.",viêm nha chu; VNC; yếu tố nguy cơ; nguy cơ ĐTĐ thai kỳ; ĐTĐ thai kỳ; tiểu đường thai kỳ; nguy cơ bệnh
Tác động của VNC => ĐTĐ,,Q064,Viêm nha chu ở phụ nữ mang thai có thể dẫn đến rối loạn dung nạp glucose không?,"Một số bằng chứng cho thấy viêm nha chu có thể liên quan đến rối loạn dung nạp glucose, từ đó làm tăng nguy cơ ĐTĐ thai kỳ.",viêm nha chu; VNC; phụ nữ mang thai; rối loạn glucose; dung nạp glucose; đường huyết; tiểu đường thai kỳ
Tác động của VNC => ĐTĐ,,Q065,Có nên sàng lọc ĐTĐ thai kỳ ở phụ nữ mang thai mắc viêm nha chu không?,"Có thể xem xét. Vì viêm nha chu có liên quan đến nguy cơ ĐTĐ thai kỳ, việc theo dõi đường huyết sát sao ở nhóm này là cần thiết.",sàng lọc ĐTĐ thai kỳ; kiểm tra tiểu đường; ĐTĐ thai kỳ; viêm nha chu; VNC; phụ nữ mang thai; xét nghiệm đường huyết; chẩn đoán ĐTĐ
