ĐỀ MỤC,CHỦ ĐỀ CON,MÃ SỐ,CÂU HỎI,CÂU TRẢ LỜI,keywords
Việc sử dụng kháng sinh bổ trợ (theo sau các điều trị không phẫu thuật) có mang lại hiệu quả trong cải thiện kiểm soát đường huyết ở bệnh nhân ĐTĐ không?,,Q010,Bệnh nhân ĐTĐ kiểm soát đường huyết kém có nên dùng kháng sinh bổ trợ không?,"Có thể, nếu tình trạng nha chu nặng và có dấu hiệu nhiễm trùng. Tuy nhiên, vẫn cần phối hợp với bác sĩ nội tiết để đảm bảo an toàn và hiệu quả.",đái tháo đường; kiểm soát đường huyết; kháng sinh bổ trợ; nha chu ĐTĐ; nhiễm trùng nha chu; đường huyết kém; chỉ định kháng sinh
Việc sử dụng kháng sinh bổ trợ (theo sau các điều trị không phẫu thuật) có mang lại hiệu quả trong cải thiện kiểm soát đường huyết ở bệnh nhân ĐTĐ không?,,Q011,Kháng sinh bổ trợ có thể thay thế SRP không?,"Không. SRP vẫn là phương pháp chính trong điều trị nha chu. Kháng sinh chỉ đóng vai trò hỗ trợ, không thể thay thế việc loại bỏ mảng bám và cao răng cơ học.",kháng sinh thay thế SRP; SRP; không phẫu thuật; kháng sinh bổ trợ; liệu pháp không phẫu thuật; điều trị nha chu
Việc sử dụng kháng sinh bổ trợ (theo sau các điều trị không phẫu thuật) có mang lại hiệu quả trong cải thiện kiểm soát đường huyết ở bệnh nhân ĐTĐ không?,,Q012,Dùng kháng sinh bổ trợ lâu dài có lợi không?,Không nên dùng lâu dài vì có nguy cơ kháng kháng sinh và tác dụng phụ. Chỉ dùng ngắn hạn theo đúng chỉ định của bác sĩ.,kháng sinh bổ trợ; đái tháo đường; kiểm soát đường huyết; dùng lâu dài; kháng kháng sinh; tác dụng phụ; lợi ích kháng sinh; hiệu quả đường huyết
Việc sử dụng kháng sinh bổ trợ (theo sau các điều trị không phẫu thuật) có mang lại hiệu quả trong cải thiện kiểm soát đường huyết ở bệnh nhân ĐTĐ không?,,Q013,"Kháng sinh tại chỗ và toàn thân, loại nào hiệu quả hơn?","Kháng sinh toàn thân có thể tác động rộng hơn, nhưng cũng tăng nguy cơ tác dụng phụ. Kháng sinh tại chỗ có thể giảm nguy cơ toàn thân nhưng chỉ tác động ở vùng bôi. Việc chọn loại nào phụ thuộc vào mức độ bệnh và chỉ định của bác sĩ.",Kháng sinh tại chỗ; Kháng sinh toàn thân; So sánh kháng sinh; Kháng sinh tiểu đường; Kiểm soát đường huyết; Điều trị không phẫu thuật; Tác dụng phụ; Chỉ định kháng sinh
Việc sử dụng kháng sinh bổ trợ (theo sau các điều trị không phẫu thuật) có mang lại hiệu quả trong cải thiện kiểm soát đường huyết ở bệnh nhân ĐTĐ không?,,Q014,Kháng sinh bổ trợ có giúp giảm biến chứng ĐTĐ không?,Hiện chưa có bằng chứng trực tiếp cho thấy kháng sinh bổ trợ làm giảm biến chứng ĐTĐ. Hiệu quả chính vẫn là cải thiện tình trạng viêm nha chu.,Kháng sinh bổ trợ; Đái tháo đường; Biến chứng ĐTĐ; Kiểm soát đường huyết; Viêm nha chu; Điều trị nha chu; KS toàn thân; ĐTĐ
Việc sử dụng kháng sinh bổ trợ (theo sau các điều trị không phẫu thuật) có mang lại hiệu quả trong cải thiện kiểm soát đường huyết ở bệnh nhân ĐTĐ không?,,Q015,"Nếu không dùng kháng sinh bổ trợ, hiệu quả kiểm soát nha chu ở bệnh nhân ĐTĐ có giảm không?","Không nhiều. Nếu SRP được thực hiện đúng kỹ thuật và bệnh nhân chăm sóc răng miệng tốt, hiệu quả điều trị vẫn cao.",không dùng kháng sinh; hiệu quả nha chu; kiểm soát nha chu; ĐTĐ; điều trị nha chu; giảm hiệu quả
Việc sử dụng kháng sinh bổ trợ (theo sau các điều trị không phẫu thuật) có mang lại hiệu quả trong cải thiện kiểm soát đường huyết ở bệnh nhân ĐTĐ không?,,Q016,Tại sao nghiên cứu về kháng sinh bổ trợ ở ĐTĐ típ 1 lại ít?,"Do ĐTĐ típ 1 ít gặp hơn và thường khởi phát sớm, số lượng bệnh nhân đáp ứng tiêu chí nghiên cứu nhỏ, dẫn đến thiếu dữ liệu.",kháng sinh bổ trợ; ĐTĐ típ 1; kiểm soát đường huyết; nghiên cứu ĐTĐ 1; thiếu dữ liệu; kháng sinh đái tháo đường; bệnh nhân ĐTĐ; điều trị không phẫu thuật
Việc sử dụng kháng sinh bổ trợ (theo sau các điều trị không phẫu thuật) có mang lại hiệu quả trong cải thiện kiểm soát đường huyết ở bệnh nhân ĐTĐ không?,,Q017,Có cần phối hợp bác sĩ nội tiết khi dùng kháng sinh cho bệnh nhân ĐTĐ không?,Có. Việc phối hợp giúp đảm bảo kháng sinh được lựa chọn không tương tác với thuốc hạ đường huyết và an toàn cho bệnh nhân.,Phối hợp nội tiết; Kháng sinh ĐTĐ; Bác sĩ nội tiết; Tương tác thuốc; Thuốc hạ đường huyết; Quản lý ĐTĐ; Đường huyết kháng sinh
Việc sử dụng kháng sinh bổ trợ (theo sau các điều trị không phẫu thuật) có mang lại hiệu quả trong cải thiện kiểm soát đường huyết ở bệnh nhân ĐTĐ không?,,Q018,Kháng sinh bổ trợ có thể gây ảnh hưởng đến hệ vi sinh miệng không?,"Có, việc dùng kháng sinh có thể làm thay đổi hệ vi sinh miệng tạm thời, giảm vi khuẩn gây bệnh nhưng cũng có thể ảnh hưởng đến vi khuẩn có lợi.",Kháng sinh nha khoa; vi sinh miệng; ảnh hưởng kháng sinh; microbiota miệng; thay đổi vi khuẩn; điều trị nha chu; vi khuẩn có lợi; kháng sinh bổ trợ
Việc sử dụng kháng sinh bổ trợ (theo sau các điều trị không phẫu thuật) có mang lại hiệu quả trong cải thiện kiểm soát đường huyết ở bệnh nhân ĐTĐ không?,,Q019,Có bằng chứng nào cho thấy kháng sinh bổ trợ giúp giảm HbA1c lâu dài không?,Hiện chưa có bằng chứng rõ ràng về tác dụng lâu dài. Phần lớn nghiên cứu chỉ theo dõi 3–4 tháng sau điều trị.,giảm HbA1c; kháng sinh bổ trợ; HbA1c lâu dài; bằng chứng lâm sàng; kiểm soát đường huyết; hiệu quả bền vững
Việc sử dụng kháng sinh bổ trợ (theo sau các điều trị không phẫu thuật) có mang lại hiệu quả trong cải thiện kiểm soát đường huyết ở bệnh nhân ĐTĐ không?,,Q020,Nên đánh giá gì trước khi quyết định dùng kháng sinh bổ trợ ở bệnh nhân ĐTĐ?,"Nên đánh giá mức độ viêm nha chu, độ sâu túi nha chu, tình trạng kiểm soát đường huyết, tiền sử dị ứng và các bệnh lý toàn thân.",Kháng sinh bổ trợ; Đánh giá kháng sinh; Viêm nha chu ĐTĐ; Kiểm soát đường huyết; Độ sâu túi; Tiền sử dị ứng; Bệnh lý toàn thân
Việc sử dụng kháng sinh bổ trợ (theo sau các điều trị không phẫu thuật) có mang lại hiệu quả trong cải thiện kiểm soát đường huyết ở bệnh nhân ĐTĐ không?,,Q021,Bệnh nhân ĐTĐ tự ý mua kháng sinh để hỗ trợ điều trị nha chu có an toàn không?,"Không. Việc tự ý dùng kháng sinh có thể gây hại, tăng kháng thuốc và che lấp triệu chứng mà không giải quyết nguyên nhân chính.",Đái tháo đường; Nha chu; Kháng sinh; Tự dùng kháng sinh; Kháng thuốc; Kiểm soát đường huyết; An toàn; Viêm nha chu
Việc sử dụng kháng sinh bổ trợ (theo sau các điều trị không phẫu thuật) có mang lại hiệu quả trong cải thiện kiểm soát đường huyết ở bệnh nhân ĐTĐ không?,,Q022,Kháng sinh bổ trợ có hiệu quả ở bệnh nhân ĐTĐ kèm bệnh nha chu mạn tính không?,"Có thể giúp giảm viêm nhanh hơn ở giai đoạn đầu, nhưng lợi ích lâu dài chưa rõ. Vệ sinh răng miệng vẫn là yếu tố quyết định.",Kháng sinh bổ trợ; Nha chu; Đái tháo đường; Kiểm soát đường huyết; Viêm nha chu; Điều trị nha chu; Hiệu quả kháng sinh; Vệ sinh răng miệng; Bệnh tiểu đường
Việc sử dụng kháng sinh bổ trợ (theo sau các điều trị không phẫu thuật) có mang lại hiệu quả trong cải thiện kiểm soát đường huyết ở bệnh nhân ĐTĐ không?,,Q023,Có sự khác biệt nào về hiệu quả kháng sinh bổ trợ giữa bệnh nhân ĐTĐ kiểm soát tốt và kém?,"Một số nghiên cứu gợi ý rằng bệnh nhân kiểm soát đường huyết kém có thể được lợi hơn về cải thiện viêm nha chu khi dùng kháng sinh, nhưng hiệu quả trên HbA1c vẫn chưa rõ rệt.",ĐTĐ kiểm soát tốt; ĐTĐ kiểm soát kém; hiệu quả kháng sinh; kháng sinh bổ trợ; khác biệt hiệu quả; tiểu đường
Việc sử dụng kháng sinh bổ trợ (theo sau các điều trị không phẫu thuật) có mang lại hiệu quả trong cải thiện kiểm soát đường huyết ở bệnh nhân ĐTĐ không?,,Q024,Bệnh nhân ĐTĐ có cần làm xét nghiệm trước khi dùng kháng sinh bổ trợ không?,"Có thể cần xét nghiệm chức năng gan, thận nếu dự định dùng kháng sinh toàn thân, đặc biệt ở người có bệnh lý nền.",ĐTĐ; đái tháo đường; kháng sinh bổ trợ; xét nghiệm kháng sinh; chức năng gan; chức năng thận; kháng sinh toàn thân; bệnh nền
Việc sử dụng kháng sinh bổ trợ (theo sau các điều trị không phẫu thuật) có mang lại hiệu quả trong cải thiện kiểm soát đường huyết ở bệnh nhân ĐTĐ không?,,Q025,Kháng sinh bổ trợ có phải là tiêu chuẩn bắt buộc trong điều trị nha chu cho bệnh nhân ĐTĐ không?,Không. Tiêu chuẩn vẫn là SRP và chăm sóc răng miệng tại nhà. Kháng sinh bổ trợ chỉ áp dụng khi có chỉ định rõ ràng từ bác sĩ.,Kháng sinh bổ trợ; nha chu ĐTĐ; điều trị nha chu; đái tháo đường; SRP; phác đồ nha chu; chỉ định kháng sinh; tiêu chuẩn điều trị; viêm nha chu; kháng sinh nha khoa
Việc điều trị viêm nha chu giúp kiểm soát bệnh ĐTĐ tốt hơn và/hoặc giảm biến chứng của bệnh ĐTĐ thông qua cơ chế nào?,,Q001,Việc điều trị viêm nha chu có giúp kiểm soát bệnh đái tháo đường tốt hơn không?,Có. Một số nghiên cứu đối chứng trên người cho thấy điều trị nha chu thành công có thể giúp giảm các chỉ dấu viêm toàn thân như CRP và TNF-α ở bệnh nhân đái tháo đường. Điều này góp phần cải thiện khả năng kiểm soát đường huyết và giảm tình trạng viêm mạn tính.,điều trị nha chu; kiểm soát ĐTĐ; cải thiện đường huyết; giảm viêm; giảm biến chứng; mối liên hệ; quản lý bệnh
Việc điều trị viêm nha chu giúp kiểm soát bệnh ĐTĐ tốt hơn và/hoặc giảm biến chứng của bệnh ĐTĐ thông qua cơ chế nào?,,Q002,Cơ chế nào giải thích tác động này?,"Điều trị nha chu làm giảm lượng vi khuẩn gây bệnh và phản ứng viêm tại nướu, từ đó giảm sự phóng thích cytokine viêm vào máu. Điều này giúp giảm đề kháng insulin và cải thiện kiểm soát đường huyết.",viêm nha chu; đái tháo đường; cơ chế; đề kháng insulin; cytokine viêm; kiểm soát đường huyết; liên quan nha chu ĐTĐ; điều trị nha chu
Việc điều trị viêm nha chu giúp kiểm soát bệnh ĐTĐ tốt hơn và/hoặc giảm biến chứng của bệnh ĐTĐ thông qua cơ chế nào?,,Q003,CRP là gì và tại sao nó quan trọng?,CRP (C-reactive protein) là một chỉ dấu viêm trong máu. Nồng độ CRP cao liên quan đến nguy cơ biến chứng tim mạch và kiểm soát đường huyết kém ở bệnh nhân tiểu đường. Giảm CRP sau điều trị nha chu là tín hiệu tốt cho sức khỏe toàn thân.,CRP; C-reactive protein; chỉ dấu viêm; viêm toàn thân; đái tháo đường; kiểm soát đường huyết; biến chứng tiểu đường; bệnh nha chu
Việc điều trị viêm nha chu giúp kiểm soát bệnh ĐTĐ tốt hơn và/hoặc giảm biến chứng của bệnh ĐTĐ thông qua cơ chế nào?,,Q004,TNF-α là gì và có vai trò gì?,"TNF-α là một cytokine gây viêm mạnh, góp phần làm giảm khả năng sử dụng insulin của cơ thể. Giảm TNF-α giúp cải thiện độ nhạy insulin và hỗ trợ kiểm soát đường huyết.",TNF-α; yếu tố hoại tử khối u; vai trò TNF-alpha; TNF-alpha viêm; TNF-alpha ĐTĐ; TNF-alpha nha chu; cytokine; viêm hệ thống
Việc điều trị viêm nha chu giúp kiểm soát bệnh ĐTĐ tốt hơn và/hoặc giảm biến chứng của bệnh ĐTĐ thông qua cơ chế nào?,,Q005,Điều trị nha chu có tác động trực tiếp đến HbA1c không?,"Một số nghiên cứu cho thấy giảm nhẹ HbA1c sau điều trị nha chu, nhưng mức giảm thường khiêm tốn. Tác động chủ yếu đến kiểm soát viêm hơn là giảm HbA1c ngay lập tức.",điều trị nha chu; HbA1c; tác động HbA1c; viêm nha chu; đái tháo đường; kiểm soát đường huyết; giảm HbA1c; viêm hệ thống
Việc điều trị viêm nha chu giúp kiểm soát bệnh ĐTĐ tốt hơn và/hoặc giảm biến chứng của bệnh ĐTĐ thông qua cơ chế nào?,,Q006,Có nghiên cứu dài hạn về tác động này chưa?,Hiện chưa có nghiên cứu nào đánh giá tác động lâu dài của điều trị nha chu đối với kiểm soát đường huyết và biến chứng đái tháo đường.,nghiên cứu dài hạn; bằng chứng dài hạn; điều trị nha chu; kiểm soát đường huyết; biến chứng ĐTĐ; đái tháo đường; viêm nha chu; ĐTĐ
Việc điều trị viêm nha chu giúp kiểm soát bệnh ĐTĐ tốt hơn và/hoặc giảm biến chứng của bệnh ĐTĐ thông qua cơ chế nào?,,Q007,Điều trị nha chu có giúp giảm nguy cơ biến chứng tiểu đường không?,"Có thể, vì giảm viêm toàn thân có thể giúp hạn chế tiến triển các bệnh mạch máu và tổn thương cơ quan. Tuy nhiên, chưa có bằng chứng mạnh khẳng định điều này.",điều trị nha chu; giảm biến chứng ĐTĐ; kiểm soát ĐTĐ; lợi ích điều trị nha chu; nha chu tiểu đường; biến chứng tiểu đường; cải thiện ĐTĐ
Việc điều trị viêm nha chu giúp kiểm soát bệnh ĐTĐ tốt hơn và/hoặc giảm biến chứng của bệnh ĐTĐ thông qua cơ chế nào?,,Q008,Tác động đến bệnh tim mạch là gì?,Giảm CRP và TNF-α sau điều trị nha chu có thể giúp giảm nguy cơ viêm mạch máu và bệnh tim mạch ở bệnh nhân tiểu đường.,viêm nha chu; bệnh tim mạch; đái tháo đường; ĐTĐ; CRP; TNF-α; viêm mạch máu; tác động tim mạch; biến chứng ĐTĐ
Việc điều trị viêm nha chu giúp kiểm soát bệnh ĐTĐ tốt hơn và/hoặc giảm biến chứng của bệnh ĐTĐ thông qua cơ chế nào?,,Q009,Điều trị nha chu có cải thiện chức năng miễn dịch không?,"Có, vì giảm tình trạng viêm mạn tính giúp hệ miễn dịch hoạt động cân bằng hơn, giảm nguy cơ nhiễm trùng thứ phát.",Nha chu; điều trị nha chu; miễn dịch; hệ miễn dịch; chức năng miễn dịch; viêm mạn tính; giảm viêm; kiểm soát miễn dịch
Việc điều trị viêm nha chu giúp kiểm soát bệnh ĐTĐ tốt hơn và/hoặc giảm biến chứng của bệnh ĐTĐ thông qua cơ chế nào?,,Q010,Có cần phối hợp điều trị nha chu và kiểm soát đường huyết không?,"Có. Điều trị nha chu hỗ trợ kiểm soát tiểu đường, nhưng vẫn cần kết hợp kiểm soát đường huyết bằng thuốc, chế độ ăn và luyện tập.",phối hợp điều trị; điều trị tổng thể; kiểm soát đường huyết; quản lý nha chu; điều trị nha chu; bệnh nhân ĐTĐ; chăm sóc phối hợp; tầm quan trọng phối hợp
Việc điều trị viêm nha chu giúp kiểm soát bệnh ĐTĐ tốt hơn và/hoặc giảm biến chứng của bệnh ĐTĐ thông qua cơ chế nào?,,Q011,Liệu pháp nha chu nào thường được áp dụng?,"Chủ yếu là điều trị không phẫu thuật như lấy cao răng, làm láng gốc răng, kết hợp hướng dẫn vệ sinh răng miệng. Trường hợp nặng có thể cần phẫu thuật.",Liệu pháp nha chu; Điều trị nha chu; Lấy cao răng; Làm láng gốc răng; SRP; Điều trị không phẫu thuật; Phẫu thuật nha chu; Vệ sinh răng miệng; Phác đồ nha chu
Việc điều trị viêm nha chu giúp kiểm soát bệnh ĐTĐ tốt hơn và/hoặc giảm biến chứng của bệnh ĐTĐ thông qua cơ chế nào?,,Q012,Điều trị nha chu có ảnh hưởng đến lipid máu không?,"Một số nghiên cứu cho thấy có cải thiện nhẹ lipid máu, nhưng chưa rõ cơ chế và cần thêm bằng chứng.",điều trị nha chu; lipid máu; mỡ máu; cholesterol; viêm nha chu; tác động lipid; ảnh hưởng lipid; kiểm soát lipid
Việc điều trị viêm nha chu giúp kiểm soát bệnh ĐTĐ tốt hơn và/hoặc giảm biến chứng của bệnh ĐTĐ thông qua cơ chế nào?,,Q013,Tại sao nha chu và tiểu đường liên quan chặt chẽ như vậy?,"Vì cả hai đều là bệnh viêm mạn tính, có chung các yếu tố viêm trung gian và ảnh hưởng qua lại đến hệ miễn dịch và mạch máu.",liên quan nha chu ĐTĐ; cơ chế liên quan; bệnh hệ thống; viêm mãn tính; tác động hai chiều; cơ chế bệnh sinh; viêm nha chu tiểu đường
Việc điều trị viêm nha chu giúp kiểm soát bệnh ĐTĐ tốt hơn và/hoặc giảm biến chứng của bệnh ĐTĐ thông qua cơ chế nào?,,Q014,Điều trị nha chu có giảm nguy cơ loét bàn chân tiểu đường không?,"Gián tiếp có thể, vì giảm viêm và cải thiện tuần hoàn máu, nhưng chưa có nghiên cứu cụ thể chứng minh.",Điều trị nha chu; loét bàn chân ĐTĐ; biến chứng tiểu đường; viêm nha chu; kiểm soát ĐTĐ; giảm viêm; tuần hoàn máu; nha chu tiểu đường
Việc điều trị viêm nha chu giúp kiểm soát bệnh ĐTĐ tốt hơn và/hoặc giảm biến chứng của bệnh ĐTĐ thông qua cơ chế nào?,,Q015,Khi nào nên điều trị nha chu ở bệnh nhân tiểu đường?,"Nên thực hiện sớm ngay khi phát hiện bệnh, để hạn chế viêm và hỗ trợ kiểm soát đường huyết.",khi nào điều trị; thời điểm điều trị; chỉ định điều trị; bệnh nhân tiểu đường; viêm nha chu ĐTĐ; sàng lọc nha chu; kiểm tra nha chu
Việc điều trị viêm nha chu giúp kiểm soát bệnh ĐTĐ tốt hơn và/hoặc giảm biến chứng của bệnh ĐTĐ thông qua cơ chế nào?,,Q016,Điều trị nha chu có an toàn cho bệnh nhân tiểu đường không?,"Có, nhưng cần phối hợp với bác sĩ điều trị để đảm bảo đường huyết ổn định trước khi làm thủ thuật.",an toàn điều trị; điều trị nha chu; bệnh nhân tiểu đường; rủi ro điều trị; chăm sóc an toàn; biến chứng điều trị; thận trọng điều trị
Việc điều trị viêm nha chu giúp kiểm soát bệnh ĐTĐ tốt hơn và/hoặc giảm biến chứng của bệnh ĐTĐ thông qua cơ chế nào?,,Q017,Bao lâu nên tái khám sau điều trị nha chu?,Thông thường 3–6 tháng/lần để kiểm soát bệnh và duy trì kết quả điều trị.,tái khám nha chu; lịch tái khám; theo dõi nha chu; duy trì nha chu; chu kỳ tái khám; chăm sóc định kỳ
Việc điều trị viêm nha chu giúp kiểm soát bệnh ĐTĐ tốt hơn và/hoặc giảm biến chứng của bệnh ĐTĐ thông qua cơ chế nào?,,Q018,Điều trị nha chu có cần dùng kháng sinh không?,Không phải lúc nào cũng cần. Kháng sinh chỉ được chỉ định khi viêm nặng hoặc có áp xe.,kháng sinh nha chu; chỉ định kháng sinh; dùng kháng sinh; áp xe nha chu; viêm nha chu nặng; phác đồ kháng sinh; kháng sinh toàn thân; kháng sinh tại chỗ
Việc điều trị viêm nha chu giúp kiểm soát bệnh ĐTĐ tốt hơn và/hoặc giảm biến chứng của bệnh ĐTĐ thông qua cơ chế nào?,,Q019,Vai trò của vệ sinh răng miệng sau điều trị là gì?,Giữ vệ sinh tốt giúp duy trì kết quả điều trị và hạn chế tái phát viêm nha chu.,vệ sinh răng miệng; sau điều trị; duy trì điều trị; chăm sóc tại nhà; vai trò vệ sinh; phòng ngừa tái phát; kiểm soát mảng bám
Việc điều trị viêm nha chu giúp kiểm soát bệnh ĐTĐ tốt hơn và/hoặc giảm biến chứng của bệnh ĐTĐ thông qua cơ chế nào?,,Q020,Có khác biệt gì ở bệnh nhân tiểu đường so với người khỏe mạnh khi điều trị nha chu?,Bệnh nhân tiểu đường thường hồi phục chậm hơn và dễ tái phát hơn nếu đường huyết không ổn định.,tiểu đường nha chu; điều trị nha chu đái tháo đường; hồi phục nha chu; tái phát nha chu; đường huyết nha chu; khác biệt điều trị nha chu; đáp ứng điều trị nha chu; tiên lượng nha chu tiểu đường; quản lý nha chu tiểu đường
Việc điều trị viêm nha chu giúp kiểm soát bệnh ĐTĐ tốt hơn và/hoặc giảm biến chứng của bệnh ĐTĐ thông qua cơ chế nào?,,Q021,Điều trị nha chu có giảm stress oxy hóa không?,"Có, vì loại bỏ mảng bám vi khuẩn và viêm giúp giảm sản sinh gốc tự do gây hại cho mô.",stress oxy hóa; gốc tự do; điều trị nha chu; viêm nha chu; giảm viêm; viêm hệ thống; kiểm soát tiểu đường; cơ chế nha chu
Việc điều trị viêm nha chu giúp kiểm soát bệnh ĐTĐ tốt hơn và/hoặc giảm biến chứng của bệnh ĐTĐ thông qua cơ chế nào?,,Q022,Tác động đến vi tuần hoàn nha chu là gì?,"Giảm viêm giúp cải thiện lưu lượng máu đến mô nha chu, hỗ trợ lành thương.",vi tuần hoàn nha chu; tác động vi tuần hoàn; tuần hoàn nha chu; mạch máu nha chu; biến đổi mạch máu; tiểu đường nha chu; rối loạn vi tuần hoàn
Việc điều trị viêm nha chu giúp kiểm soát bệnh ĐTĐ tốt hơn và/hoặc giảm biến chứng của bệnh ĐTĐ thông qua cơ chế nào?,,Q023,Điều trị nha chu có tác dụng phòng ngừa tiểu đường không?,Có thể giúp giảm nguy cơ tiến triển từ tiền đái tháo đường sang tiểu đường bằng cách giảm viêm toàn thân.,Điều trị nha chu; phòng ngừa tiểu đường; tiền tiểu đường; kiểm soát ĐTĐ; viêm toàn thân; nha chu ĐTĐ; giảm nguy cơ ĐTĐ; biến chứng ĐTĐ
Việc điều trị viêm nha chu giúp kiểm soát bệnh ĐTĐ tốt hơn và/hoặc giảm biến chứng của bệnh ĐTĐ thông qua cơ chế nào?,,Q024,Lợi ích toàn thân khác của điều trị nha chu?,"Giúp cải thiện hơi thở, ăn uống dễ dàng hơn, và giảm gánh nặng viêm toàn cơ thể.",điều trị nha chu; lợi ích toàn thân; sức khỏe tổng quát; hơi thở; ăn nhai; viêm hệ thống; kiểm soát viêm
Việc điều trị viêm nha chu giúp kiểm soát bệnh ĐTĐ tốt hơn và/hoặc giảm biến chứng của bệnh ĐTĐ thông qua cơ chế nào?,,Q025,Thông điệp chính về cơ chế này là gì?,"Điều trị nha chu thành công giúp giảm viêm toàn thân (CRP, TNF-α), có thể hỗ trợ kiểm soát đường huyết và sức khỏe tổng thể ở bệnh nhân tiểu đường, dù tác động lâu dài đến biến chứng vẫn cần nghiên cứu thêm.",thông điệp chính; cơ chế nha chu ĐTĐ; tóm tắt cơ chế; kiểm soát viêm; cải thiện đường huyết; lợi ích điều trị; mối liên hệ nha chu ĐTĐ
ĐTĐ thai kỳ,,Q001,Đái tháo đường thai kỳ là gì?,"Là tình trạng tăng đường huyết được chẩn đoán trong 3 tháng giữa hoặc cuối thai kỳ, không có bằng chứng ĐTĐ típ 1 hoặc típ 2 trước đó.",ĐTĐ thai kỳ; định nghĩa; khái niệm; thai phụ; tăng glucose; trong thai kỳ
ĐTĐ thai kỳ,,Q002,Nếu phát hiện tăng đường huyết ở 3 tháng đầu thai kỳ thì chẩn đoán thế nào?,"Khi phát hiện ở 3 tháng đầu, cần nghĩ tới ĐTĐ chưa được chẩn đoán từ trước và dùng tiêu chí chẩn đoán của người không mang thai.",tăng đường huyết; chẩn đoán đái tháo đường; đái tháo đường thai kỳ; đường huyết 3 tháng đầu; đái tháo đường tiền thai kỳ; tiêu chuẩn chẩn đoán; phát hiện tăng đường huyết; thai kỳ sớm
ĐTĐ thai kỳ,,Q003,ĐTĐ thai kỳ ảnh hưởng gì đến sức khỏe răng miệng?,"Làm tăng nguy cơ viêm nha chu, nhiễm trùng miệng và chậm lành thương do tăng đường huyết.",Đái tháo đường thai kỳ; ĐTĐ thai kỳ; tiểu đường thai kỳ; sức khỏe răng miệng; biến chứng răng miệng; viêm nha chu; nhiễm trùng miệng; chậm lành thương; tăng đường huyết
ĐTĐ thai kỳ,,Q004,Thai phụ mắc ĐTĐTK có nguy cơ viêm nha chu cao hơn vì sao?,Tăng đường huyết và thay đổi hormon thai kỳ làm tăng phản ứng viêm tại mô nha chu.,ĐTĐ thai kỳ; viêm nha chu; nguy cơ cao; thai phụ; cơ chế; hormone; miễn dịch
ĐTĐ thai kỳ,,Q005,Thời điểm nào là an toàn nhất để thực hiện thủ thuật nha khoa ở thai phụ ĐTĐTK?,Tam cá nguyệt thứ 2 (tuần 14–28) là thời điểm an toàn và thuận lợi nhất.,ĐTĐ thai kỳ; tiểu đường thai kỳ; thủ thuật nha khoa; điều trị răng; thai phụ ĐTĐ; thời điểm an toàn; tam cá nguyệt 2; nha khoa thai kỳ
ĐTĐ thai kỳ,,Q006,Vì sao nên tránh thủ thuật nha khoa trong 3 tháng đầu thai kỳ?,Vì nguy cơ sảy thai cao hơn và giai đoạn này bào thai đang hình thành cơ quan quan trọng.,Thai kỳ nha khoa; Điều trị răng thai; Ba tháng đầu; Tam cá nguyệt 1; Nguy cơ sảy thai; Chống chỉ định nha; An toàn nha khoa; Khuyến cáo mang thai
ĐTĐ thai kỳ,,Q007,Vì sao nên tránh thủ thuật nha khoa trong 3 tháng cuối thai kỳ?,Nguy cơ sinh non cao hơn và thai phụ dễ khó chịu khi nằm lâu.,thủ thuật nha khoa; 3 tháng cuối; thai kỳ; tránh; sinh non; tư thế; stress; tiền sản giật
ĐTĐ thai kỳ,,Q008,Bác sĩ RHM cần phối hợp với chuyên khoa nào khi điều trị thai phụ ĐTĐTK?,"Luôn phối hợp với bác sĩ sản khoa và bác sĩ nội tiết, nhất là khi can thiệp xâm lấn.",đái tháo đường thai kỳ; ĐTĐTK; phối hợp chuyên khoa; sản khoa; nội tiết; điều trị thai phụ; hội chẩn; nha khoa ĐTĐ
ĐTĐ thai kỳ,,Q009,Thai phụ ĐTĐTK có nên nhịn đói trước thủ thuật không?,Không nên; cần ăn nhẹ trước thủ thuật để tránh hạ đường huyết thai kỳ.,ĐTĐTK; đái tháo đường thai kỳ; nhịn đói thai phụ; hạ đường huyết; kiểm soát đường huyết; trước thủ thuật; ăn trước thủ thuật; glucose thai kỳ
ĐTĐ thai kỳ,,Q010,Những chỉ số đường huyết nào cần lưu ý trước khi nhổ răng ở bệnh nhân ĐTĐTK?,Đường huyết nên nằm trong ngưỡng an toàn theo bảng khuyến cáo (tham khảo bảng đính kèm).,đường huyết nhổ răng; chỉ số ĐTĐTK; glucose trước nhổ; GDM nhổ răng; kiểm soát đường huyết; HbA1c; mức đường huyết
ĐTĐ thai kỳ,,Q011,Ngưỡng đường huyết an toàn để điều trị nha chu không phẫu thuật ở bệnh nhân ĐTĐTK là bao nhiêu?,Có thể tiến hành nếu đường huyết được kiểm soát ổn định theo khuyến cáo.,ĐTĐTK; đái tháo đường thai kỳ; nha chu; đường huyết; kiểm soát đường huyết; ngưỡng đường huyết; an toàn nha chu; điều trị nha chu
