ĐỀ MỤC,CHỦ ĐỀ CON,MÃ SỐ,CÂU HỎI,CÂU TRẢ LỜI,keywords
HƯỚNG DẪN CHĂM SÓC RĂNG MIỆNG Ở BỆNH NHÂN ĐTĐ,Dự phòng và hướng dẫn chăm sóc răng miệng cho BN ĐTĐ,Q0790,"Khi bệnh nhân ĐTĐ bị viêm nướu nhẹ, bác sĩ nội tiết nên hướng dẫn gì?","Tăng cường vệ sinh, tái khám nha khoa, và kiểm soát đường huyết tốt.",viêm nướu ĐTĐ; chăm sóc nướu; vệ sinh răng miệng; kiểm soát đường huyết; hướng dẫn chải răng; sức khỏe nướu; bệnh nha chu
HƯỚNG DẪN CHĂM SÓC RĂNG MIỆNG Ở BỆNH NHÂN ĐTĐ,Dự phòng và hướng dẫn chăm sóc răng miệng cho BN ĐTĐ,Q0791,Có nên hướng dẫn bệnh nhân ĐTĐ dùng bàn chải kẽ răng hàng ngày không?,"Có, nhất là nếu có khe răng rộng hoặc sau điều trị nha chu.",bàn chải kẽ răng; vệ sinh kẽ răng; chăm sóc răng miệng; sử dụng hàng ngày; kiểm soát mảng bám; phòng ngừa nha chu; hướng dẫn vệ sinh
HƯỚNG DẪN CHĂM SÓC RĂNG MIỆNG Ở BỆNH NHÂN ĐTĐ,Dự phòng và hướng dẫn chăm sóc răng miệng cho BN ĐTĐ,Q0792,"Khi bệnh nhân ĐTĐ bị loét môi, bác sĩ nội tiết nên làm gì?","Loại trừ nhiễm nấm, thiếu vitamin, tư vấn chế độ ăn mềm, và giới thiệu nha sĩ nếu kéo dài.",loét môi ĐTĐ; xử lý loét môi; bác sĩ nội tiết; chăm sóc môi; biến chứng miệng; chuyển nha khoa; loét miệng tiểu đường; tư vấn da liễu
HƯỚNG DẪN CHĂM SÓC RĂNG MIỆNG Ở BỆNH NHÂN ĐTĐ,Dự phòng và hướng dẫn chăm sóc răng miệng cho BN ĐTĐ,Q0793,Nên khuyến khích bệnh nhân ĐTĐ đi khám nha khoa trước hay sau khi bắt đầu điều trị nội tiết?,Trước khi bắt đầu điều trị hoặc càng sớm càng tốt để xử lý ổ nhiễm trùng tiềm ẩn.,khám nha khoa ĐTĐ; thời điểm khám răng; điều trị nội tiết; chăm sóc răng miệng; phối hợp điều trị; trước hay sau; tư vấn nha khoa; tiểu đường
HƯỚNG DẪN CHĂM SÓC RĂNG MIỆNG Ở BỆNH NHÂN ĐTĐ,Dự phòng và hướng dẫn chăm sóc răng miệng cho BN ĐTĐ,Q0794,"Khi bệnh nhân ĐTĐ bị ê buốt khi ăn lạnh, bác sĩ nội tiết nên khuyên gì?","Dùng kem chống ê buốt, tránh đồ lạnh, và kiểm tra nha khoa để xử lý nguyên nhân.",ê buốt răng ĐTĐ; răng nhạy cảm; ăn lạnh ê buốt; bác sĩ nội tiết; lời khuyên; nha khoa; tiểu đường; vệ sinh răng
HƯỚNG DẪN CHĂM SÓC RĂNG MIỆNG Ở BỆNH NHÂN ĐTĐ,Dự phòng và hướng dẫn chăm sóc răng miệng cho BN ĐTĐ,Q0795,Có nên hướng dẫn bệnh nhân ĐTĐ súc miệng ngay sau khi uống thuốc dạng siro?,"Có, để loại bỏ đường trong thuốc và giảm nguy cơ sâu răng.",súc miệng siro; thuốc siro ĐTĐ; vệ sinh miệng; sau uống thuốc; dự phòng sâu răng; tiểu đường; chăm sóc răng; đường trong thuốc
HƯỚNG DẪN CHĂM SÓC RĂNG MIỆNG Ở BỆNH NHÂN ĐTĐ,Dự phòng và hướng dẫn chăm sóc răng miệng cho BN ĐTĐ,Q0796,"Khi bệnh nhân ĐTĐ đeo máng bảo vệ răng, bác sĩ nội tiết cần lưu ý gì?","Vệ sinh máng hàng ngày, tránh đeo khi không cần thiết, và tái khám nha khoa định kỳ.",máng bảo vệ răng; ĐTĐ đeo máng; lưu ý bác sĩ; vệ sinh máng; nguy cơ nhiễm trùng; tiểu đường; chăm sóc miệng; biến chứng ĐTĐ
HƯỚNG DẪN CHĂM SÓC RĂNG MIỆNG Ở BỆNH NHÂN ĐTĐ,Dự phòng và hướng dẫn chăm sóc răng miệng cho BN ĐTĐ,Q0797,Nên khuyên bệnh nhân ĐTĐ ăn thực phẩm giàu gì để tốt cho răng?,"Thực phẩm giàu canxi, vitamin D, và protein để hỗ trợ sức khỏe xương và răng.",dinh dưỡng răng; thực phẩm tốt răng; ĐTĐ ăn gì; khoáng chất răng; vitamin răng; canxi; flour; ăn uống tiểu đường
HƯỚNG DẪN CHĂM SÓC RĂNG MIỆNG Ở BỆNH NHÂN ĐTĐ,Dự phòng và hướng dẫn chăm sóc răng miệng cho BN ĐTĐ,Q0798,"Khi bệnh nhân ĐTĐ bị viêm lợi quanh răng khôn, bác sĩ nội tiết nên làm gì?","Giới thiệu nha sĩ xử lý, theo dõi nhiễm trùng và ổn định đường huyết.",viêm lợi ĐTĐ; răng khôn; bác sĩ nội tiết; biến chứng răng miệng; giới thiệu nha khoa; tiểu đường; chăm sóc lợi; quanh răng khôn
HƯỚNG DẪN CHĂM SÓC RĂNG MIỆNG Ở BỆNH NHÂN ĐTĐ,Dự phòng và hướng dẫn chăm sóc răng miệng cho BN ĐTĐ,Q0799,Bác sĩ nội tiết có nên hướng dẫn bệnh nhân ĐTĐ tự kiểm tra hơi thở không?,"Có, để phát hiện sớm hôi miệng hoặc dấu hiệu bất thường liên quan đến biến chứng.",kiểm tra hơi thở; hơi thở hôi ĐTĐ; tự kiểm tra miệng; tiểu đường; bác sĩ nội tiết; dấu hiệu bệnh; chăm sóc miệng; vệ sinh lưỡi
HƯỚNG DẪN CHĂM SÓC RĂNG MIỆNG Ở BỆNH NHÂN ĐTĐ,Dự phòng và hướng dẫn chăm sóc răng miệng cho BN ĐTĐ,Q0800,"Khi bệnh nhân ĐTĐ bị chấn thương răng, bác sĩ nội tiết cần ưu tiên gì?","Ổn định đường huyết, xử trí cấp cứu nha khoa ngay để bảo tồn răng và ngăn biến chứng.",chấn thương răng ĐTĐ; ưu tiên điều trị; xử lý cấp cứu; giới thiệu nha khoa; kiểm soát đường huyết; tiểu đường; biến chứng miệng; tổn thương răng
MỐI LIÊN HỆ GIỮA BỆNH ĐTĐ VÀ BỆNH RĂNG MIỆNG,Hôi miệng,Q0291,Viêm nha chu có liên quan đến mức HbA1C không?,"Có. Theo Graziani và cộng sự (2017), những người mắc viêm nha chu có mức HbA1C cao hơn trung bình 0,29% so với người có sức khỏe nha chu tốt, chứng tỏ mối liên hệ giữa viêm nha chu và tình trạng đường huyết.",viêm nha chu; HbA1C; mối liên hệ; đường huyết; chỉ số HbA1C; kiểm soát đường huyết; nha chu ĐTĐ
MỐI LIÊN HỆ GIỮA BỆNH ĐTĐ VÀ BỆNH RĂNG MIỆNG,Hôi miệng,Q0292,"Ở người không mắc đái tháo đường, viêm nha chu có thể ảnh hưởng đến HbA1C không?","Có. Graziani và cs (2017) chỉ ra rằng ngay cả ở người không mắc ĐTĐ rõ ràng, viêm nha chu vẫn liên quan đến mức HbA1C cao hơn và dung nạp glucose kém hơn.",Viêm nha chu; HbA1c; Nha chu HbA1c; Tiền đái tháo đường; Rối loạn dung nạp glucose; Nha chu đường huyết; Bệnh nha chu; Ảnh hưởng HbA1c
MỐI LIÊN HỆ GIỮA BỆNH ĐTĐ VÀ BỆNH RĂNG MIỆNG,Hôi miệng,Q0293,Viêm nha chu ảnh hưởng thế nào đến dung nạp glucose?,"Theo Graziani và cs (2017), viêm nha chu có thể làm giảm dung nạp glucose, khiến cơ thể khó xử lý đường huyết sau ăn, làm tăng nguy cơ tiền ĐTĐ hoặc ĐTĐ type 2.",viêm nha chu; dung nạp glucose; ảnh hưởng glucose; rối loạn dung nạp; kiểm soát đường; bệnh nha chu; kháng insulin
MỐI LIÊN HỆ GIỮA BỆNH ĐTĐ VÀ BỆNH RĂNG MIỆNG,Hôi miệng,Q0294,Viêm nha chu có thể là yếu tố nguy cơ của tiền ĐTĐ không?,"Có. Dữ liệu từ Graziani và cs (2017) cho thấy tình trạng viêm mạn tính do viêm nha chu có thể gây đề kháng insulin, làm tăng khả năng xuất hiện tiền ĐTĐ.",viêm nha chu; yếu tố nguy cơ; tiền ĐTĐ; nguy cơ ĐTĐ; liên quan ĐTĐ; phát triển ĐTĐ; dự phòng ĐTĐ
MỐI LIÊN HỆ GIỮA BỆNH ĐTĐ VÀ BỆNH RĂNG MIỆNG,Hôi miệng,Q0295,Cần làm gì khi phát hiện viêm nha chu ở bệnh nhân có nguy cơ ĐTĐ?,Nên điều trị sớm viêm nha chu và kết hợp sàng lọc đường huyết. Graziani và cs (2017) nhấn mạnh rằng điều trị nha chu có thể cải thiện dung nạp glucose.,viêm nha chu; đái tháo đường; kiểm soát đường huyết; sàng lọc đường huyết; bệnh nha chu; dung nạp glucose; tiền đái tháo đường; tiểu đường
MỐI LIÊN HỆ GIỮA BỆNH ĐTĐ VÀ BỆNH RĂNG MIỆNG,Hôi miệng,Q0296,Đái tháo đường ảnh hưởng thế nào đến hệ miễn dịch vùng nướu?,"Chapple ILC và cs (2013) cho thấy ĐTĐ làm suy yếu miễn dịch, tăng phản ứng viêm và khiến tổn thương mô nướu lâu lành, làm bệnh nha chu dễ tiến triển nặng.",đái tháo đường; ĐTĐ; miễn dịch nướu; suy yếu miễn dịch; viêm nướu; viêm nha chu; biến chứng nha khoa; đáp ứng viêm
MỐI LIÊN HỆ GIỮA BỆNH ĐTĐ VÀ BỆNH RĂNG MIỆNG,Hôi miệng,Q0297,ĐTĐ type 2 làm tăng nguy cơ viêm nha chu nặng bao nhiêu lần?,"Theo Chapple ILC và cs (2013), nguy cơ viêm nha chu nặng ở bệnh nhân ĐTĐ type 2 cao gấp 2–3 lần so với người không mắc bệnh.",ĐTĐ type 2; viêm nha chu nặng; nguy cơ tăng; tỉ lệ mắc; mức độ nặng; biến chứng răng miệng; nha chu ĐTĐ
MỐI LIÊN HỆ GIỮA BỆNH ĐTĐ VÀ BỆNH RĂNG MIỆNG,Hôi miệng,Q0298,Mối quan hệ hai chiều giữa viêm nha chu và ĐTĐ là gì?,"Các nghiên cứu đoàn hệ cho thấy viêm nha chu làm tăng HbA1C và kháng insulin (Graziani et al., 2017), trong khi ĐTĐ không kiểm soát làm mất bám dính nhanh hơn và tăng nguy cơ mất răng (SHIP Study).",viêm nha chu; đái tháo đường; mối quan hệ hai chiều; tương tác; ảnh hưởng lẫn nhau; biến chứng; kiểm soát đường huyết
MỐI LIÊN HỆ GIỮA BỆNH ĐTĐ VÀ BỆNH RĂNG MIỆNG,Hôi miệng,Q0299,HbA1C trung bình ở bệnh nhân có viêm nha chu so với không có là bao nhiêu?,"Trong ba nghiên cứu đoàn hệ, HbA1C trung bình là 7,4% ở bệnh nhân có viêm nha chu và 7,0% ở bệnh nhân không có (dữ liệu tổng hợp từ Graziani et al., 2017).",HbA1C trung bình; viêm nha chu; bệnh nhân ĐTĐ; chỉ số đường huyết; kiểm soát ĐTĐ; không viêm nha chu
MỐI LIÊN HỆ GIỮA BỆNH ĐTĐ VÀ BỆNH RĂNG MIỆNG,Hôi miệng,Q0300,SHIP Study cho thấy điều gì về ĐTĐ không kiểm soát và nha chu?,SHIP Study cho thấy bệnh nhân ĐTĐ không kiểm soát có mất bám dính nha chu nhanh hơn và tăng nguy cơ mất răng do đường huyết cao kích thích phản ứng viêm quá mức.,SHIP Study; ĐTĐ không kiểm soát; nha chu; viêm nha chu; đái tháo đường; đường huyết cao; mất răng; mất bám dính
MỐI LIÊN HỆ GIỮA BỆNH ĐTĐ VÀ BỆNH RĂNG MIỆNG,Hôi miệng,Q0301,Viêm nha chu có thể làm tăng kháng insulin không?,"Có. Graziani và cs (2017) báo cáo rằng viêm nha chu có thể làm tăng mức kháng insulin, gây khó kiểm soát đường huyết ở bệnh nhân ĐTĐ.",viêm nha chu; kháng insulin; tăng kháng insulin; đề kháng insulin; cơ chế; đường huyết
MỐI LIÊN HỆ GIỮA BỆNH ĐTĐ VÀ BỆNH RĂNG MIỆNG,Hôi miệng,Q0302,Viêm nha chu có thể là yếu tố dự báo cho sự phát triển của ĐTĐ không?,"Có. Theo Journal of Diabetes Investigation, viêm nha chu mạn tính có thể làm tăng đề kháng insulin, từ đó dự báo nguy cơ phát triển ĐTĐ.",viêm nha chu; yếu tố dự báo; phát triển ĐTĐ; nguy cơ ĐTĐ; tiền ĐTĐ; tầm soát; dấu hiệu sớm
MỐI LIÊN HỆ GIỮA BỆNH ĐTĐ VÀ BỆNH RĂNG MIỆNG,Hôi miệng,Q0303,ĐTĐ ảnh hưởng thế nào đến nguy cơ sâu răng?,Weijdijk L.P.M. và cs (2023) cho thấy bệnh nhân ĐTĐ có nguy cơ sâu răng cao hơn do giảm tiết nước bọt và thay đổi thành phần nước bọt.,đái tháo đường; sâu răng; nguy cơ sâu răng; ảnh hưởng ĐTĐ; sức khỏe răng miệng; biến chứng răng miệng
MỐI LIÊN HỆ GIỮA BỆNH ĐTĐ VÀ BỆNH RĂNG MIỆNG,Hôi miệng,Q0304,Số lượng Streptococcus mutans ở bệnh nhân ĐTĐ so với người bình thường thế nào?,"Balasubramanian Soundaram (2024) báo cáo rằng số lượng Streptococcus mutans ở bệnh nhân ĐTĐ cao hơn nhẹ so với người không mắc bệnh, góp phần tăng nguy cơ sâu răng.",Streptococcus mutans; S. mutans; ĐTĐ; tiểu đường; sâu răng; vi khuẩn miệng; hệ vi sinh miệng; ĐTĐ răng miệng
MỐI LIÊN HỆ GIỮA BỆNH ĐTĐ VÀ BỆNH RĂNG MIỆNG,Hôi miệng,Q0305,ĐTĐ ảnh hưởng gì đến pH nước bọt?,"Theo Weijdijk L.P.M. và cs (2023), ĐTĐ có thể làm giảm pH nước bọt và giảm khả năng đệm, khiến môi trường miệng dễ bị acid hóa và tăng nguy cơ sâu răng.",ĐTĐ pH nước bọt; tiểu đường pH; pH nước bọt; ảnh hưởng nước bọt; khô miệng ĐTĐ; giảm pH nước bọt; axit nước bọt
MỐI LIÊN HỆ GIỮA BỆNH ĐTĐ VÀ BỆNH RĂNG MIỆNG,Hôi miệng,Q0306,ĐTĐ liên quan thế nào đến chỉ số sâu - mất - trám (DMFT)?,Weijdijk L.P.M. và cs (2023) ghi nhận rằng bệnh nhân ĐTĐ thường có chỉ số DMFT cao hơn do tăng sâu răng và mất răng.,ĐTĐ DMFT; tiểu đường DMFT; chỉ số sâu trám; DMFT đái tháo đường; sâu răng ĐTĐ; mất răng ĐTĐ; sức khỏe răng miệng
MỐI LIÊN HỆ GIỮA BỆNH ĐTĐ VÀ BỆNH RĂNG MIỆNG,Hôi miệng,Q0307,pH nước bọt thấp ở bệnh nhân ĐTĐ liên quan thế nào đến sâu răng?,"pH thấp làm giảm khả năng tái khoáng men răng và tăng hòa tan khoáng, dẫn đến tỷ lệ sâu răng cao hơn (Weijdijk L.P.M. và cs, 2023).",pH nước bọt thấp sâu răng; ĐTĐ sâu răng; axit nước bọt; nguyên nhân sâu răng; tăng nguy cơ sâu răng; tác động pH sâu răng; mối liên hệ sâu răng
MỐI LIÊN HỆ GIỮA BỆNH ĐTĐ VÀ BỆNH RĂNG MIỆNG,Hôi miệng,Q0308,Nhiễm nấm Candida ở bệnh nhân ĐTĐ có thể ảnh hưởng sâu răng không?,"Có. Nhiễm nấm làm thay đổi hệ vi sinh miệng, kết hợp với pH thấp và đường huyết cao, làm tăng nguy cơ sâu răng (Balasubramanian Soundaram, 2024).",ĐTĐ; đái tháo đường; Candida; nấm miệng; sâu răng; carie; tăng đường huyết; biến chứng răng miệng
MỐI LIÊN HỆ GIỮA BỆNH ĐTĐ VÀ BỆNH RĂNG MIỆNG,Hôi miệng,Q0309,Có cần tầm soát nha chu ở bệnh nhân ĐTĐ không?,"Có. Các nghiên cứu (Graziani et al., 2017; Chapple ILC et al., 2013) khuyến nghị tầm soát nha chu định kỳ để phòng biến chứng răng miệng và hỗ trợ kiểm soát đường huyết.",tầm soát nha chu ĐTĐ; khám nha chu tiểu đường; sàng lọc nha chu; bệnh nha chu ĐTĐ; kiểm tra răng miệng; tầm soát định kỳ; tầm soát nha chu
MỐI LIÊN HỆ GIỮA BỆNH ĐTĐ VÀ BỆNH RĂNG MIỆNG,Hôi miệng,Q0310,Điều trị nha chu có thể cải thiện kiểm soát đường huyết không?,Có. Graziani và cs (2017) cho thấy điều trị nha chu có thể giúp giảm HbA1C và cải thiện dung nạp glucose.,điều trị nha chu đường huyết; nha chu kiểm soát đường huyết; cải thiện đường huyết; ĐTĐ điều trị nha chu; ảnh hưởng nha chu; kiểm soát glucose; điều trị viêm lợi; lợi ích nha chu
MỐI LIÊN HỆ GIỮA BỆNH ĐTĐ VÀ BỆNH RĂNG MIỆNG,Hôi miệng,Q0311,Điều trị nha chu giúp giảm HbA1C trung bình bao nhiêu?,"Một số nghiên cứu tổng hợp cho thấy giảm khoảng 0,4% HbA1C sau 3–6 tháng điều trị nha chu (Graziani et al., 2017).",điều trị nha chu; giảm HbA1C; tiểu đường răng miệng; kiểm soát đường huyết; lợi ích nha chu; chỉ số HbA1C; nha chu tiểu đường
MỐI LIÊN HỆ GIỮA BỆNH ĐTĐ VÀ BỆNH RĂNG MIỆNG,Hôi miệng,Q0312,Điều trị nha chu có ảnh hưởng lâu dài đến kiểm soát đường huyết không?,"Bằng chứng hiện tại (Graziani et al., 2017) cho thấy hiệu quả có thể duy trì đến 12 tháng nếu kết hợp chăm sóc răng miệng tốt.",Điều trị nha chu; kiểm soát đường huyết; ĐTĐ; HbA1c; bệnh nha chu; ảnh hưởng đường huyết; tiểu đường
MỐI LIÊN HỆ GIỮA BỆNH ĐTĐ VÀ BỆNH RĂNG MIỆNG,Hôi miệng,Q0313,Bệnh nhân ĐTĐ có nguy cơ mất răng cao hơn không?,Có. SHIP Study cho thấy ĐTĐ không kiểm soát làm tăng nguy cơ mất răng do tiến triển nhanh của viêm nha chu.,ĐTĐ mất răng; nguy cơ mất răng; tiểu đường nha chu; biến chứng răng miệng; nha chu tiểu đường; sức khỏe răng miệng
MỐI LIÊN HỆ GIỮA BỆNH ĐTĐ VÀ BỆNH RĂNG MIỆNG,Hôi miệng,Q0314,ĐTĐ làm viêm nha chu tiến triển nhanh hơn thế nào?,"ĐTĐ gây viêm mạn tính và rối loạn lành thương, dẫn đến mất bám dính nhanh hơn và tiêu xương nhiều hơn (SHIP Study).",ĐTĐ viêm nha chu; tiến triển nha chu; tiểu đường nha chu; viêm nướu tiểu đường; cơ chế viêm; tăng nặng nha chu; ảnh hưởng ĐTĐ
MỐI LIÊN HỆ GIỮA BỆNH ĐTĐ VÀ BỆNH RĂNG MIỆNG,Hôi miệng,Q0315,ĐTĐ ảnh hưởng thế nào đến phản ứng miễn dịch nha chu?,"Chapple ILC và cs (2013) cho thấy ĐTĐ làm tăng cytokine tiền viêm và giảm khả năng thực bào, khiến vi khuẩn dễ gây tổn thương nha chu hơn.",ĐTĐ miễn dịch; phản ứng miễn dịch; nha chu tiểu đường; suy giảm miễn dịch; viêm nhiễm nha chu; cơ chế bệnh sinh; hệ miễn dịch
MỐI LIÊN HỆ GIỮA BỆNH ĐTĐ VÀ BỆNH RĂNG MIỆNG,Hôi miệng,Q0316,Một số thuốc trong điều trị ĐTĐ có thể ảnh hưởng sức khỏe răng miệng không?,"Có. Một số thuốc hạ đường huyết hoặc phối hợp (lợi tiểu, chống trầm cảm) có thể gây khô miệng, gián tiếp làm tăng nguy cơ sâu răng và viêm nha chu (Weijdijk L.P.M. et al., 2023).",thuốc ĐTĐ; tác dụng phụ thuốc; sức khỏe răng miệng; khô miệng; bệnh nha chu; thuốc tiểu đường; ảnh hưởng răng miệng
MỐI LIÊN HỆ GIỮA BỆNH ĐTĐ VÀ BỆNH RĂNG MIỆNG,Hôi miệng,Q0317,Bệnh nhân ĐTĐ nên làm gì để giảm nguy cơ sâu răng?,"Nên duy trì vệ sinh răng miệng kỹ, khám răng định kỳ, kiểm soát đường huyết và sử dụng fluoride tại chỗ (Weijdijk L.P.M. et al., 2023).",ĐTĐ sâu răng; phòng ngừa sâu răng; chăm sóc răng miệng ĐTĐ; vệ sinh răng miệng; fluoride; khám răng định kỳ; kiểm soát đường huyết; giảm sâu răng
MỐI LIÊN HỆ GIỮA BỆNH ĐTĐ VÀ BỆNH RĂNG MIỆNG,Hôi miệng,Q0318,Vì sao sâu răng ở bệnh nhân ĐTĐ thường tiến triển nhanh?,"Do pH nước bọt thấp, giảm tiết nước bọt, thay đổi hệ vi sinh và tăng glucose trong nước bọt (Balasubramanian Soundaram, 2024).",sâu răng ĐTĐ tiến triển nhanh; cơ chế sâu răng ĐTĐ; đường huyết cao; nước bọt giảm; miễn dịch suy giảm; vi khuẩn khoang miệng; khô miệng
MỐI LIÊN HỆ GIỮA BỆNH ĐTĐ VÀ BỆNH RĂNG MIỆNG,Hôi miệng,Q0319,Người tiền ĐTĐ có nguy cơ VNC cao hơn không?,"Có. Graziani et al. (2017) cho thấy viêm nha chu liên quan đến giảm dung nạp glucose, ngay cả khi chưa mắc ĐTĐ rõ ràng.",tiền ĐTĐ viêm nha chu; nguy cơ VNC; viêm nha chu tiền ĐTĐ; mối liên hệ tiền ĐTĐ; viêm lợi; bệnh nướu
MỐI LIÊN HỆ GIỮA BỆNH ĐTĐ VÀ BỆNH RĂNG MIỆNG,Hôi miệng,Q0320,Tiền ĐTĐ có thể ảnh hưởng sâu răng không?,"Có thể. Cơ chế gồm tăng nhẹ glucose nước bọt và thay đổi vi khuẩn miệng (Weijdijk L.P.M., 2023).",tiền ĐTĐ sâu răng; ảnh hưởng sâu răng; nguy cơ sâu răng; tiền đái tháo đường; đường huyết và răng; sức khỏe răng miệng
MỐI LIÊN HỆ GIỮA BỆNH ĐTĐ VÀ BỆNH RĂNG MIỆNG,Hôi miệng,Q0321,Điều trị nha chu có giúp giảm kháng insulin không?,Có. Graziani et al. (2017) ghi nhận cải thiện độ nhạy insulin sau điều trị nha chu ở bệnh nhân ĐTĐ.,điều trị nha chu; kháng insulin; giảm kháng insulin; VNC và insulin; kiểm soát đường huyết; lợi ích nha chu; VNC và ĐTĐ; cải thiện chuyển hóa
MỐI LIÊN HỆ GIỮA BỆNH ĐTĐ VÀ BỆNH RĂNG MIỆNG,Hôi miệng,Q0322,Bác sĩ RHM cần lưu ý gì khi khám bệnh nhân ĐTĐ?,"Cần đánh giá nha chu kỹ, phát hiện sớm dấu hiệu viêm và phối hợp với bác sĩ nội tiết để kiểm soát đường huyết (Chapple ILC et al., 2013).",lưu ý khám ĐTĐ; khám RHM ĐTĐ; tiền sử ĐTĐ; viêm nha chu; khô miệng; nhiễm trùng miệng; bệnh nha chu; chỉ định thuốc; kiểm soát đường huyết; biến chứng răng
MỐI LIÊN HỆ GIỮA BỆNH ĐTĐ VÀ BỆNH RĂNG MIỆNG,Hôi miệng,Q0323,Phòng ngừa VNC ở bệnh nhân ĐTĐ cần kết hợp những gì?,"Kết hợp vệ sinh răng miệng, kiểm soát đường huyết, chế độ ăn hợp lý và điều trị nha chu định kỳ (Graziani et al., 2017).",phòng ngừa VNC ĐTĐ; kiểm soát đường huyết; vệ sinh răng miệng; khám răng định kỳ; bỏ thuốc lá; chế độ ăn; điều trị nha chu; hợp tác điều trị; giáo dục sức khỏe
MỐI LIÊN HỆ GIỮA BỆNH ĐTĐ VÀ BỆNH RĂNG MIỆNG,Hôi miệng,Q0324,Viêm nha chu ở bệnh nhân ĐTĐ dễ tái phát hơn không?,"Có. Do môi trường viêm mạn tính và rối loạn miễn dịch, cần theo dõi chặt sau điều trị (SHIP Study).",VNC tái phát; nguy cơ tái phát VNC; ĐTĐ và VNC; đường huyết cao; bệnh mạn tính; viêm mạn tính; tiên lượng VNC; yếu tố tái phát; kiểm soát đường huyết
MỐI LIÊN HỆ GIỮA BỆNH ĐTĐ VÀ BỆNH RĂNG MIỆNG,Hôi miệng,Q0325,Bệnh nhân ĐTĐ nên khám răng định kỳ bao lâu một lần?,"Ít nhất 2 lần/năm hoặc theo khuyến cáo của bác sĩ RHM (Chapple ILC et al., 2013).",khám răng định kỳ; tần suất khám răng; lịch hẹn nha khoa; bệnh nhân ĐTĐ; tầm soát VNC; kiểm tra răng miệng; chăm sóc dự phòng; khuyến nghị nha khoa
MỐI LIÊN HỆ GIỮA BỆNH ĐTĐ VÀ BỆNH RĂNG MIỆNG,Hôi miệng,Q0326,VNC ở bệnh nhân ĐTĐ ảnh hưởng thế nào đến chất lượng sống?,"Gây đau, khó nhai, mất răng và ảnh hưởng giao tiếp, từ đó giảm chất lượng sống (Journal of Diabetes Investigation).",VNC ảnh hưởng; chất lượng sống ĐTĐ; bệnh răng miệng; đau miệng; ăn uống khó khăn; tự ti giao tiếp; tâm lý bệnh nhân; biến chứng răng; sức khỏe toàn thân
MỐI LIÊN HỆ GIỮA BỆNH ĐTĐ VÀ BỆNH RĂNG MIỆNG,Hôi miệng,Q0327,Mất răng do VNC ở bệnh nhân ĐTĐ ảnh hưởng dinh dưỡng ra sao?,"Hạn chế ăn uống, dẫn đến thiếu chất và kiểm soát đường huyết kém hơn (SHIP Study).",mất răng; viêm nha chu; dinh dưỡng; đái tháo đường; kém hấp thu; suy dinh dưỡng; ăn nhai khó
MỐI LIÊN HỆ GIỮA BỆNH ĐTĐ VÀ BỆNH RĂNG MIỆNG,Hôi miệng,Q0328,ĐTĐ ảnh hưởng thế nào đến viêm nướu?,"Tăng nguy cơ viêm nướu, dễ tiến triển thành VNC nếu không điều trị (Chapple ILC et al., 2013).",đái tháo đường; viêm nướu; ảnh hưởng ĐTĐ; đường huyết cao; hệ miễn dịch; viêm mạn tính
MỐI LIÊN HỆ GIỮA BỆNH ĐTĐ VÀ BỆNH RĂNG MIỆNG,Hôi miệng,Q0329,ĐTĐ có liên quan đến viêm nha chu hoại tử không?,"Có. Miễn dịch yếu và đường huyết cao tạo điều kiện cho vi khuẩn kỵ khí phát triển mạnh (Graziani et al., 2017).",đái tháo đường; viêm nha chu; hoại tử; liên quan ĐTĐ; tăng nguy cơ; biến chứng
MỐI LIÊN HỆ GIỮA BỆNH ĐTĐ VÀ BỆNH RĂNG MIỆNG,Hôi miệng,Q0330,Kiểm soát đường huyết tốt giúp gì cho sức khỏe nha chu?,"Giảm viêm, chậm tiến triển VNC và cải thiện kết quả điều trị nha chu (SHIP Study).",kiểm soát đường huyết; sức khỏe nha chu; lợi ích; giảm viêm; phòng ngừa bệnh nha chu; cải thiện nha chu
MỐI LIÊN HỆ GIỮA BỆNH ĐTĐ VÀ BỆNH RĂNG MIỆNG,Hôi miệng,Q0331,Có nên điều trị nha chu tích cực ở người tiền ĐTĐ?,"Có, để cải thiện dung nạp glucose và giảm nguy cơ phát triển ĐTĐ (Graziani et al., 2017).",điều trị nha chu; tiền đái tháo đường; nha chu tích cực; lợi ích phòng ngừa; can thiệp sớm; giảm nguy cơ
MỐI LIÊN HỆ GIỮA BỆNH ĐTĐ VÀ BỆNH RĂNG MIỆNG,Hôi miệng,Q0332,Thuốc insulin ảnh hưởng thế nào đến nha chu?,"Gián tiếp cải thiện sức khỏe nha chu nhờ kiểm soát đường huyết tốt hơn (Chapple ILC et al., 2013).",insulin; nha chu; tác động insulin; ảnh hưởng nha chu; thuốc tiểu đường; điều trị insulin
MỐI LIÊN HỆ GIỮA BỆNH ĐTĐ VÀ BỆNH RĂNG MIỆNG,Hôi miệng,Q0333,Giáo dục bệnh nhân ĐTĐ về nha chu có quan trọng không?,"Rất quan trọng để tăng tuân thủ vệ sinh răng miệng và khám nha khoa định kỳ (Graziani et al., 2017).",giáo dục bệnh nhân ĐTĐ; nha chu; tầm quan trọng; kiến thức răng miệng; phòng ngừa nha chu; chăm sóc răng
